u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction,access,width,ref
2069702599,255463424,0,23591330,True,1,Via Labicana,secondary,30,False,117.006,"LINESTRING (12.5020037 41.8892045, 12.5021013 41.8892028, 12.5022226 41.889207, 12.5023347 41.8892138, 12.5024374 41.8892248, 12.502542 41.8892409, 12.5027536 41.8892854, 12.5029769 41.8893428, 12.5032572 41.8894261, 12.5033626 41.8894574)",,,,,,
2069702599,2069702615,0,196667874,False,,Via Iside,residential,,True,76.31400000000001,"LINESTRING (12.5020037 41.8892045, 12.5019944 41.8892506, 12.501992 41.8892725, 12.5016142 41.8895731, 12.5016076 41.8897791)",,,,,,
2069702611,265550119,0,23591330,True,1,Via Labicana,secondary,30,False,103.19299999999998,"LINESTRING (12.4997354 41.8895998, 12.4998405 41.8895777, 12.5008726 41.8893812, 12.5009426 41.8893683)",,,,,,
2069702611,2069702613,0,196667870,False,2,Via Francesco Giambullari,residential,,False,17.642,"LINESTRING (12.4997354 41.8895998, 12.4997437 41.8896276, 12.4997866 41.8897538)",,,,,,
2069702613,2069702611,0,196667870,False,2,Via Francesco Giambullari,residential,,True,17.642,"LINESTRING (12.4997866 41.8897538, 12.4997437 41.8896276, 12.4997354 41.8895998)",,,,,,
2069702615,265550115,0,24432507,False,,Via Pasquale Villari,residential,,True,21.448,"LINESTRING (12.5016076 41.8897791, 12.5013485 41.8897802)",,,,,,
2069702615,2069702599,0,196667874,False,,Via Iside,residential,,False,76.314,"LINESTRING (12.5016076 41.8897791, 12.5016142 41.8895731, 12.501992 41.8892725, 12.5019944 41.8892506, 12.5020037 41.8892045)",,,,,,
2069702615,246478687,0,236896475,False,,Via Pasquale Villari,residential,,False,126.922,"LINESTRING (12.5016076 41.8897791, 12.501792 41.889782, 12.5024619 41.8897926, 12.5028441 41.889829, 12.5031354 41.8898557)",,,,,,
2073646453,315109826,0,22886246,True,1,Via Gaeta,residential,,False,52.01,"LINESTRING (12.5044157 41.9066779, 12.5049078 41.906837, 12.5049927 41.9068633)",,,,,,
2073646456,315109826,0,144074553,True,2,Viale Castro Pretorio,tertiary,50,False,90.967,"LINESTRING (12.5046226 41.9076332, 12.5046413 41.9076033, 12.5046623 41.9075686, 12.5046806 41.9075369, 12.5046982 41.9075028, 12.5047132 41.9074717, 12.5049927 41.9068633)",,,,,,
2073646456,2073646453,0,197065739,True,1,Via Sapri,residential,,False,144.724,"LINESTRING (12.5046226 41.9076332, 12.5041003 41.9074965, 12.5040788 41.9074883, 12.5040592 41.9074737, 12.5040464 41.9074572, 12.504039 41.9074413, 12.5040383 41.9074197, 12.5040439 41.9074014, 12.5044157 41.9066779)",,,,,,
2092651090,257750235,0,108327352,False,3,Via Marsala,secondary,50,False,10.28,"LINESTRING (12.507186 41.899319, 12.5070896 41.8993773)",,,,,,
2092651090,8106022887,0,108327352,False,3,Via Marsala,secondary,50,True,145.181,"LINESTRING (12.507186 41.899319, 12.5072143 41.8993133, 12.5072426 41.8993047, 12.5072702 41.8992928, 12.5072978 41.899278, 12.5078727 41.8989123, 12.5080106 41.8988259, 12.5085357 41.8984906)",,,,,,
2092651090,1141992613,0,"[23788134, 23788132, 199249790]",True,2,"['Sottopasso Turbigo', 'Via Giovanni Giolitti']",secondary,50,False,333.17,"LINESTRING (12.507186 41.899319, 12.5070535 41.8992032, 12.5054725 41.897677, 12.5054229 41.8976308, 12.5054106 41.897613, 12.5054071 41.8975952, 12.5054141 41.8975698, 12.5054267 41.897552, 12.5054456 41.8975381, 12.5055237 41.8974908, 12.5059853 41.8972144, 12.5060077 41.8971992, 12.5060327 41.89718, 12.506052 41.8971612, 12.5060739 41.8971385, 12.5061024 41.8971, 12.5061125 41.8970821, 12.5061241 41.8970648, 12.5061425 41.8970398, 12.506161 41.8970178)",,building_passage,,,,
2093396312,294042356,0,199336011,False,,Via Antonio Scarpa,residential,,False,286.276,"LINESTRING (12.5194564 41.907822, 12.5184213 41.9070621, 12.5183697 41.907026, 12.5177778 41.9066078, 12.5175987 41.9064864, 12.5169627 41.9060379)",,,,,,
2109483389,255448433,0,23589874,False,2,Via di San Vitale,residential,,True,47.324,"LINESTRING (12.4916778 41.9003129, 12.4914476 41.9000499, 12.4913657 41.8999563)",,,,,,
2109504982,255445195,0,200997452,False,,Via Piacenza,residential,,False,62.635,"LINESTRING (12.4911245 41.901018, 12.4905698 41.9006348)",,,,,,
2112943266,256170961,0,23645957,True,1,Via Ludovico di Savoia,residential,,False,123.527,"LINESTRING (12.5109137 41.8881479, 12.5110304 41.8881813, 12.5123098 41.8885402)",,,,,,
2112943269,2112943275,0,201337268,True,1,Via delle Terme di Tito,residential,,False,32.132000000000005,"LINESTRING (12.4930329 41.8915226, 12.4930611 41.8916583, 12.4931021 41.8917448, 12.4931289 41.8918013)",,,,,,
2112943269,2112943277,0,201337270,True,1,Via delle Terme di Tito,residential,,False,46.54899999999999,"LINESTRING (12.4930329 41.8915226, 12.4931283 41.8916395, 12.4931708 41.8917253, 12.493199 41.8917822, 12.4932306 41.8919098)",,,,,,
2112943275,2112943277,0,201337263,True,1,Via delle Terme di Tito,residential,,False,14.711,"LINESTRING (12.4931289 41.8918013, 12.4932306 41.8919098)",,,,,,
2112943277,246144912,0,201337265,True,2,Via delle Terme di Tito,residential,,False,48.522,"LINESTRING (12.4932306 41.8919098, 12.4934427 41.8923166)",,,,,,
2114114952,255448433,0,1177773431,False,2,Via Genova,residential,,False,7.729,"LINESTRING (12.4913048 41.900009, 12.4913657 41.8999563)",,,,,,
2114114952,255445195,0,23502339,True,1,Via Genova,residential,,False,92.42699999999999,"LINESTRING (12.4913048 41.900009, 12.4912743 41.9000349, 12.4912316 41.9000706, 12.4906206 41.9005915, 12.4905698 41.9006348)",,,,,,
2114419567,2114419609,0,201453744,True,1,Via Ferrara,residential,,False,94.839,"LINESTRING (12.4892379 41.899758, 12.4891762 41.899811, 12.4885403 41.9003564, 12.4884869 41.9004022)",,,,,,
2114419609,255446520,0,232418216,False,2,Via del Quirinale,tertiary,50,True,132.891,"LINESTRING (12.4884869 41.9004022, 12.487927 41.8999945, 12.4873392 41.8995664)",,,,,,
2114419609,253874144,0,232418217,False,2,Via del Quirinale,tertiary,50,False,255.09800000000004,"LINESTRING (12.4884869 41.9004022, 12.4886298 41.900504, 12.489002 41.900769, 12.489138 41.9008659, 12.4897559 41.9012976, 12.4901571 41.9015776, 12.4902558 41.9016468, 12.4906718 41.9019241, 12.4907386 41.9019686)",,,,,,
2114691952,772443198,0,201475710,False,2,Via Napoli,residential,,False,35.345,"LINESTRING (12.4929441 41.9017789, 12.4929831 41.9017487, 12.49324 41.9015497)",,,,,,
2116041643,590066980,0,184555071,False,2,Via Venti Settembre,tertiary,50,True,79.76299999999999,"LINESTRING (12.4935674 41.9039362, 12.4935462 41.9039217, 12.4928579 41.9034507)",,,,,,
2116041643,2122737649,0,201580881,True,1,Piazza San Bernardo,tertiary,50,False,19.613,"LINESTRING (12.4935674 41.9039362, 12.4936022 41.9039447, 12.4936284 41.9039489, 12.4936533 41.9039521, 12.4936779 41.9039521, 12.4937058 41.9039501, 12.4937295 41.9039465, 12.4937558 41.9039413, 12.4937983 41.9039321)",,,,,,
2116041796,2116041643,0,201580892,True,1,Piazza San Bernardo,tertiary,50,False,29.702,"LINESTRING (12.4938296 41.9041186, 12.4935674 41.9039362)",,,,,,
2116041796,2122737649,0,202304084,True,1,Largo di Santa Susanna,tertiary_link,,False,22.560000000000002,"LINESTRING (12.4938296 41.9041186, 12.4938054 41.9040937, 12.4937852 41.9040668, 12.4937751 41.9040494, 12.493769 41.9040311, 12.4937663 41.9040112, 12.493769 41.9039894, 12.4937797 41.9039596, 12.4937983 41.9039321)",,,,,,
2116041872,259200029,0,49305052,True,2,Largo di Santa Susanna,secondary,50,False,56.568,"LINESTRING (12.4938768 41.9045572, 12.4940639 41.9044371, 12.4941092 41.90441, 12.4941743 41.9043701, 12.4942314 41.9043373, 12.4942845 41.904309, 12.4943257 41.9042919, 12.4943705 41.9042736, 12.4944221 41.9042534)",,,,,,
2116041872,2122737659,0,"[35408186, 201580895]",True,1,"['Piazza San Bernardo', 'Largo di Santa Susanna']",tertiary,50,False,54.83,"LINESTRING (12.4938768 41.9045572, 12.4940082 41.9043774, 12.4940286 41.9043542, 12.4940354 41.9043407, 12.4940415 41.9043242, 12.4940437 41.9043115, 12.4940445 41.9042985, 12.4940419 41.9042852, 12.4940366 41.9042723, 12.4940291 41.9042604, 12.4940189 41.9042496, 12.493999 41.9042324, 12.4938735 41.9041458)",,,,,,
2116388397,255399520,0,201610377,True,1,Viale Regina Margherita,secondary,50,False,163.08200000000002,"LINESTRING (12.5030958 41.9158617, 12.5030217 41.9159212, 12.5018885 41.9168311, 12.5017562 41.9169375)",,,,,,
2116388397,259331958,0,"[201610385, 201610386]",True,,Viale Regina Margherita,residential,,False,11.472000000000001,"LINESTRING (12.5030958 41.9158617, 12.5030621 41.9158394, 12.503042 41.915827, 12.503032 41.9158205, 12.5029912 41.915794)",,,,,,
2116871636,257908478,0,106747312,True,2,Piazzale di Porta Pia,tertiary,50,False,36.564,"LINESTRING (12.5012648 41.9095103, 12.5013793 41.909432, 12.5015223 41.9093327, 12.5015549 41.9093094, 12.5015871 41.9092854)",,,,,,
2116871636,257906427,0,240195355,True,3,Piazzale di Porta Pia,secondary,50,False,11.374,"LINESTRING (12.5012648 41.9095103, 12.5012407 41.9094944, 12.5012136 41.9094759, 12.5011641 41.9094407)",,,,,,
2116871645,309309552,0,201664374,False,2,Via Po,tertiary,50,False,7.022,"LINESTRING (12.4938 41.9111208, 12.4938147 41.9110586)",,,,,,
2116871645,292469961,0,23800711,False,2,Via Po,tertiary,50,True,241.991,"LINESTRING (12.4938 41.9111208, 12.4937935 41.9111513, 12.4937894 41.9111778, 12.4937856 41.9112107, 12.4936633 41.9126873, 12.4936633 41.9127212, 12.4936659 41.9127535, 12.4936723 41.9127872, 12.4936805 41.9128128, 12.4936974 41.9128466, 12.4937137 41.9128713, 12.4937351 41.9128979, 12.4940301 41.9132143)",,,,,,
2117989841,309683017,0,10148347,True,1,Lungotevere dei Mellini,residential,,False,45.275999999999996,"LINESTRING (12.4735179 41.9061714, 12.4735235 41.9059312, 12.4735186 41.9057643)",,,,,,
2117989842,294022371,0,26802706,True,1,Via Pietro Cavallini,residential,,False,44.466,"LINESTRING (12.4729202 41.9062034, 12.472868 41.9058054)",,,,,,
2117989842,2117989841,0,201786956,True,,Via Benedetto Pistrucci,residential,,False,49.591,"LINESTRING (12.4729202 41.9062034, 12.4735179 41.9061714)",,,,,,
2119692851,256576580,0,201194127,True,1,Via del Cardello,residential,,False,23.235,"LINESTRING (12.4896978 41.8935441, 12.4895861 41.8937358)",,,,,,
2119692851,356934585,0,201972049,True,1,Via del Buon Consiglio,residential,,False,86.07900000000001,"LINESTRING (12.4896978 41.8935441, 12.4895429 41.8935048, 12.489368 41.8934423, 12.4892566 41.8934293, 12.4890848 41.8933592, 12.4887674 41.8932125)",,,,,,
2121189630,1425153017,0,202304089,False,4,Viale delle Belle Arti,tertiary,50,False,7.808,"LINESTRING (12.480542 41.9170803, 12.4806231 41.9170444)",,,,,,
2121189630,2121189665,0,202141638,True,2,Piazza Thorvaldsen,residential,,False,90.45700000000001,"LINESTRING (12.480542 41.9170803, 12.480563 41.9171108, 12.4805788 41.9171419, 12.4805843 41.9171609, 12.4805929 41.9172084, 12.4805908 41.9172419, 12.4805833 41.9172754, 12.4805697 41.9173078, 12.4805507 41.9173383, 12.4805254 41.9173675, 12.4804974 41.9173928, 12.4804648 41.9174159, 12.4804269 41.9174351, 12.4803776 41.9174535, 12.4803256 41.917466, 12.4802737 41.9174719, 12.4802164 41.9174718, 12.480162 41.9174649, 12.4801102 41.9174521, 12.4800612 41.9174324, 12.4800176 41.9174087, 12.4799709 41.9173715, 12.4799478 41.9173459)",,,,,,
2121189630,2121189665,1,"[202304090, 202304091]",False,4,Viale delle Belle Arti,tertiary,50,True,57.355000000000004,"LINESTRING (12.480542 41.9170803, 12.48 41.9173211, 12.4799478 41.9173459)",,,,,,
2121189665,1425153021,0,202304088,False,4,Viale delle Belle Arti,tertiary,50,True,9.499,"LINESTRING (12.4799478 41.9173459, 12.4798494 41.9173899)",,,,,,
2121189665,2121189630,0,"[202304090, 202304091]",False,4,Viale delle Belle Arti,tertiary,50,False,57.355000000000004,"LINESTRING (12.4799478 41.9173459, 12.48 41.9173211, 12.480542 41.9170803)",,,,,,
2121189665,2121189630,1,949327334,True,2,Piazza Thorvaldsen,residential,,False,89.52,"LINESTRING (12.4799478 41.9173459, 12.4799212 41.9173065, 12.4799081 41.9172712, 12.4799006 41.9172331, 12.4799012 41.9171911, 12.4799118 41.9171512, 12.4799277 41.9171133, 12.4799511 41.9170793, 12.4799852 41.9170453, 12.4800198 41.9170196, 12.4800679 41.9169938, 12.4801112 41.9169777, 12.4801679 41.9169636, 12.4802177 41.9169578, 12.4802755 41.9169579, 12.4803292 41.9169655, 12.4803803 41.916977, 12.4804275 41.9169941, 12.4804721 41.9170192, 12.4804976 41.917042, 12.4805082 41.9170507, 12.480542 41.9170803)",,,,,,
2121251551,364855510,0,32454221,True,1,Piazza dei Santi Apostoli,residential,,False,17.445999999999998,"LINESTRING (12.4826266 41.8985202, 12.4826757 41.8984221, 12.4827425 41.898438)",,,,designated,,
2121251551,1257346326,0,202148094,False,,Via dei Santi Apostoli,residential,,False,88.622,"LINESTRING (12.4826266 41.8985202, 12.4825745 41.8985102, 12.4815891 41.8983231)",,,,,,
2122726526,1193906503,0,103392977,False,,Via dei Giardini,residential,,True,31.392,"LINESTRING (12.4894434 41.9023281, 12.4896658 41.9025568)",,,,,,
2122737649,8117073626,0,201580879,True,1,Piazza San Bernardo,tertiary,50,False,12.703000000000001,"LINESTRING (12.4937983 41.9039321, 12.4938463 41.9039244, 12.4938719 41.9039224, 12.4938951 41.903923, 12.4939203 41.9039266, 12.4939472 41.9039361)",,,,,,
2122737652,2122737659,0,52443928,True,1,,tertiary_link,,False,33.005,"LINESTRING (12.4941034 41.9040228, 12.4941056 41.9040422, 12.4941087 41.9040624, 12.4941096 41.9040847, 12.4941061 41.9041089, 12.4940992 41.904128, 12.4940847 41.9041463, 12.4940693 41.9041591, 12.4940495 41.9041675, 12.4940257 41.9041715, 12.4939992 41.9041712, 12.4939713 41.9041684, 12.4939454 41.9041646, 12.4938735 41.9041458)",,,,,,
2122737652,8626237446,0,"[35408132, 201580879]",True,1,"['Piazza San Bernardo', 'Largo di Santa Susanna']",tertiary,50,False,37.038,"LINESTRING (12.4941034 41.9040228, 12.4942954 41.9041433, 12.4943161 41.9041564, 12.4943985 41.9042085, 12.4944432 41.9042395)",,,,,,
2122737659,2116041796,0,35408186,True,1,Piazza San Bernardo,tertiary,50,False,4.727,"LINESTRING (12.4938735 41.9041458, 12.4938296 41.9041186)",,,,,,
2122813107,309307063,0,122187727,True,2,Via del Tritone,tertiary,50,False,29.035,"LINESTRING (12.4864007 41.9030391, 12.4867313 41.9031265)",,,,,,
2126941296,252608212,0,190639861,False,2,Via Agostino Depretis,tertiary,50,True,20.055999999999997,"LINESTRING (12.4959608 41.8990358, 12.4959191 41.8990579, 12.4958454 41.8990976, 12.4957634 41.8991404)",,,,,,
2126941296,669160648,0,202753967,True,1,Via Agostino Depretis,tertiary,50,False,40.422,"LINESTRING (12.4959608 41.8990358, 12.4960309 41.8989798, 12.4960498 41.8989648, 12.496074 41.8989493, 12.4961057 41.8989291, 12.4962021 41.8988784, 12.4962251 41.8988668, 12.4962466 41.8988566, 12.4962621 41.8988497, 12.4962765 41.8988448, 12.4963085 41.8988352, 12.4963506 41.8988243)",,,,,,
2127267657,253711276,0,23426024,True,1,Via dei Latini,residential,,False,42.311,"LINESTRING (12.5132077 41.8973306, 12.512962 41.8975845, 12.5129321 41.8976155, 12.512909 41.8976394)",,,,,,
2127267663,2127267657,0,202784010,True,1,Via degli Ernici,residential,,False,64.175,"LINESTRING (12.5138454 41.8976589, 12.5132077 41.8973306)",,,,,,
2127267663,253712455,0,23426158,True,1,Via degli Umbri,residential,,False,37.869,"LINESTRING (12.5138454 41.8976589, 12.5140684 41.897421, 12.5141072 41.8973796)",,,,,,
2135935956,247334547,0,204183254,True,2,Piazza Giuditta Tavani Arquati,residential,,False,2.231,"LINESTRING (12.473033 41.8901233, 12.4730352 41.8901433)",,,,,,
2135935956,247334548,0,33652768,False,2,Piazza Giuditta Tavani Arquati,residential,,True,71.59,"LINESTRING (12.473033 41.8901233, 12.4730309 41.8901099, 12.4729932 41.8898715, 12.4730028 41.8898146, 12.4730128 41.8897918, 12.4730414 41.8897776, 12.4730797 41.8897619, 12.4730993 41.8897365, 12.4731019 41.8896987, 12.4730945 41.8896004, 12.4731016 41.8895745, 12.4731541 41.8895306)",,,,,,
2137499023,32629776,0,"[203752585, 40636076]",False,,"['Piazza Pollarola', 'Piazza del Teatro di Pompeo']",residential,,False,72.689,"LINESTRING (12.4732284 41.895863, 12.4728144 41.8960405, 12.4725344 41.8962536)",,,,,,
2138699730,2138699732,0,308868118,True,1,Via del Tritone,unclassified,50,False,50.817,"LINESTRING (12.4817918 41.9018807, 12.4818507 41.9018953, 12.4823744 41.902025)",,,,,,
2138699732,2138699730,0,"[203858805, 203858797]",True,,"['Piazza Poli', 'Via del Mortaro']",residential,,False,93.16999999999999,"LINESTRING (12.4823744 41.902025, 12.4823826 41.9019914, 12.4824333 41.9017845, 12.4818636 41.9017244, 12.4818039 41.9018544, 12.4817918 41.9018807)",,,,,,
2138699732,304727605,0,308868118,True,1,Via del Tritone,unclassified,50,False,8.859,"LINESTRING (12.4823744 41.902025, 12.4824199 41.9020369, 12.4824754 41.9020514)",,,,,,
2139719744,746725053,0,203960289,False,,Via dei Greci,residential,,False,168.78,"LINESTRING (12.4778631 41.9072705, 12.4798024 41.9077405)",,,,,,
2139719745,293809927,0,203960283,False,,Via Antonio Canova,residential,,False,43.283,"LINESTRING (12.4776506 41.907429, 12.4771286 41.9074046)",,,,,,
2139719746,293808152,0,26785475,False,,Via di Gesù e Maria,residential,,True,126.777,"LINESTRING (12.4774954 41.9081203, 12.4789139 41.9084452, 12.4789596 41.9084557)",,,,,,
2139719827,293808299,0,203960306,False,,Via di San Giacomo,residential,,False,149.33,"LINESTRING (12.4777258 41.9076132, 12.4793702 41.9080425, 12.4794286 41.9080577)",,,,,,
2141788610,253874144,0,"[202753971, 23589548]",False,"['2', '3']",Via Venti Settembre,tertiary,50,True,174.921,"LINESTRING (12.4922784 41.9030462, 12.4922255 41.9030092, 12.4913111 41.9023679, 12.4910067 41.902156, 12.4908484 41.9020454, 12.4907386 41.9019686)",,,,,,
2141788610,269022663,0,204163774,True,2,Via Venti settembre,tertiary,50,False,56.059999999999995,"LINESTRING (12.4922784 41.9030462, 12.4923758 41.9030994, 12.4924261 41.9031296, 12.4924763 41.9031612, 12.4926311 41.9032674, 12.4926569 41.9032861, 12.4926813 41.9033048, 12.4926994 41.9033204, 12.4927161 41.9033361, 12.4927683 41.9033907)",,,,,,
2141788625,32641643,0,185586097,False,2,Via Vittorio Veneto,tertiary,50,True,18.244,"LINESTRING (12.4888365 41.9058509, 12.4886363 41.9057822)",,,,,,
2141788625,317345497,0,"[204163778, 184686130]",False,2,Via Vittorio Veneto,tertiary,50,False,64.271,"LINESTRING (12.4888365 41.9058509, 12.4891906 41.9059673, 12.4893736 41.9060239, 12.4895496 41.9060798)",,,,,,
2141792923,257495590,0,23765878,False,,Viale di Valle Giulia,residential,,True,15.201,"LINESTRING (12.4840549 41.9154425, 12.4839245 41.9155388)",,,,,,
2141800768,122571273,0,204165875,False,2,Via di Santa Maria Maggiore,tertiary,30,False,33.891,"LINESTRING (12.4952945 41.8972359, 12.4948943 41.8971714)",,,,,,
2141800768,2141800773,0,204165877,True,1,Via di Santa Maria Maggiore,tertiary,30,False,40.357,"LINESTRING (12.4952945 41.8972359, 12.4953966 41.8972363, 12.4954285 41.8972381, 12.495458 41.8972402, 12.4954862 41.897243, 12.495512 41.8972461, 12.4955932 41.8972611, 12.4956186 41.8972671, 12.4956449 41.8972748, 12.4956668 41.897283, 12.4956897 41.897293, 12.4957563 41.8973255)",,,,,,
2141800773,25418922,0,23328037,False,2,Via di Santa Maria Maggiore,tertiary,30,True,21.472,"LINESTRING (12.4957563 41.8973255, 12.4960073 41.8973743)",,,,,,
2141800773,2141800768,0,204165876,True,1,Via di Santa Maria Maggiore,tertiary,30,False,39.97,"LINESTRING (12.4957563 41.8973255, 12.495677 41.8973228, 12.4956511 41.8973211, 12.4956243 41.8973187, 12.4955921 41.8973148, 12.4955591 41.8973103, 12.4954921 41.8972994, 12.4954672 41.8972941, 12.4954424 41.8972882, 12.4954171 41.8972807, 12.4953917 41.8972726, 12.4952945 41.8972359)",,,,,,
2152922283,2152922284,0,200307283,False,2,Piazza in Piscinula,residential,30,False,7.197,"LINESTRING (12.4763703 41.8892457, 12.4764172 41.8893002)",,,,,,
2152922283,305314107,0,"[27806656, 200307285]",True,1,"['Via in Piscinula', 'Piazza in Piscinula']",residential,30,False,129.348,"LINESTRING (12.4763703 41.8892457, 12.4769726 41.8890802, 12.4770669 41.8888927, 12.4770571 41.8887995, 12.476831 41.8884459)",,,,,,
