u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel,junction,access,width,ref
270323573,252604142,0,"[24876984, 23275867]",True,"['2', '1']","['Via Napoleone III', 'Piazza Vittorio Emanuele Secondo']",tertiary,50,False,185.39000000000001,"LINESTRING (12.5022576 41.896582, 12.5032317 41.8959788, 12.5032524 41.8959651, 12.5032731 41.8959503, 12.5032855 41.8959399, 12.5033049 41.8959214, 12.5033243 41.895895, 12.5033338 41.895872, 12.5033352 41.8958579, 12.5033347 41.8958424, 12.5033291 41.8958271, 12.5033209 41.8958107, 12.5033078 41.8957933, 12.5032941 41.8957764, 12.5030471 41.895525, 12.5029546 41.8954308, 12.5029072 41.8953826)",,,,,,
270323573,252714282,0,100300111,True,1,Via Urbano Rattazzi,residential,30,False,74.892,"LINESTRING (12.5022576 41.896582, 12.5022185 41.8965426, 12.5020618 41.896378, 12.5017922 41.8961125, 12.5017204 41.8960401)",,,,,,
270323582,1233105204,0,24903319,True,2,Via Marsala,tertiary,50,False,31.722,"LINESTRING (12.5010252 41.9033771, 12.5010599 41.9033472, 12.5012876 41.9031692)",,,,,,
270323582,259669461,0,107256112,True,2,Via Solferino,tertiary,50,False,99.25699999999999,"LINESTRING (12.5010252 41.9033771, 12.5011264 41.9034446, 12.5012782 41.9035458, 12.5017917 41.9038655, 12.5019376 41.9039563)",,,,,,
270323584,270323994,0,107256114,True,1,Via Castelfidardo,residential,,False,105.694,"LINESTRING (12.5027954 41.9048557, 12.5027938 41.9049254, 12.50279 41.9049461, 12.5027795 41.9049697, 12.5027713 41.9049842, 12.5027565 41.9050018, 12.5027438 41.9050129, 12.5020383 41.9055951)",,,,,,
270323584,270321028,0,143577380,True,2,Piazza dell'Indipendenza,tertiary,50,False,57.317,"LINESTRING (12.5027954 41.9048557, 12.5027497 41.9048523, 12.502717 41.9048465, 12.5026829 41.9048387, 12.5026355 41.9048241, 12.5026081 41.9048138, 12.5025894 41.9048054, 12.5025623 41.9047921, 12.5025365 41.9047778, 12.5024862 41.9047482, 12.5022187 41.9045863)",,,,,,
270323993,296377272,0,22886246,True,1,Via Gaeta,residential,,False,76.475,"LINESTRING (12.5028018 41.9061245, 12.502821 41.9061376, 12.5028461 41.9061527, 12.50287 41.9061661, 12.5028991 41.9061785, 12.502927 41.906189, 12.5036296 41.9064254)",,,,,,
270323993,270566686,0,48646856,True,1,Via Palestro,residential,50,False,134.029,"LINESTRING (12.5028018 41.9061245, 12.5037683 41.9053435, 12.5038029 41.9053155, 12.503899 41.9052379)",,,,,,
270323994,270323993,0,22886246,True,1,Via Gaeta,residential,,False,86.35700000000001,"LINESTRING (12.5020383 41.9055951, 12.5020879 41.9056295, 12.5027126 41.9060626, 12.5027519 41.9060899, 12.5028018 41.9061245)",,,,,,
270323994,122569750,0,107256114,True,1,Via Castelfidardo,residential,,False,104.801,"LINESTRING (12.5020383 41.9055951, 12.5019867 41.9056385, 12.5012151 41.9062542, 12.5011761 41.9062854)",,,,,,
270323995,270323994,0,22886246,True,1,Via Gaeta,residential,,False,65.11,"LINESTRING (12.5014601 41.905198, 12.5020383 41.9055951)",,,,,,
270323995,270321029,0,44098905,True,2,Via Goito,residential,50,False,103.41900000000001,"LINESTRING (12.5014601 41.905198, 12.5014041 41.9052421, 12.5006568 41.9058307, 12.5006018 41.905874)",,,,,,
270324002,270323995,0,22886246,True,1,Via Gaeta,residential,,False,66.256,"LINESTRING (12.500876 41.9047905, 12.5013927 41.905151, 12.5014601 41.905198)",,,,,,
270325411,25418915,0,48029338,False,,Via Cavour,secondary,50,True,10.823,"LINESTRING (12.4997363 41.9007525, 12.4998175 41.9008288)",,,,,,
270325411,25418916,0,"[48029337, 724650166]",False,4,Via Cavour,secondary,50,False,62.147999999999996,"LINESTRING (12.4997363 41.9007525, 12.4996005 41.9006168, 12.499554 41.900575, 12.4992668 41.9003165)",,,,,,
270325624,242161441,0,"[1086531112, 24877178]",True,2,Piazza dei Cinquecento,residential,,False,56.277,"LINESTRING (12.4980179 41.9017491, 12.4981766 41.9019107, 12.4982034 41.9019396, 12.4982275 41.9019699, 12.49824 41.9019906, 12.4982549 41.9020243, 12.4982601 41.9020547, 12.4982625 41.9020866, 12.4982604 41.9021077, 12.498256 41.902123, 12.4982489 41.9021388, 12.498237 41.9021606, 12.4982103 41.9021928)",,,,,,
270325624,3567191129,0,94764913,True,1,Piazza dei Cinquecento,residential,,False,118.08599999999998,"LINESTRING (12.4980179 41.9017491, 12.498132 41.9017758, 12.4981911 41.9017861, 12.4982185 41.9017897, 12.4982472 41.9017927, 12.498277 41.9017951, 12.498308 41.9017969, 12.4983353 41.9017978, 12.4983612 41.9017977, 12.4983996 41.9017966, 12.4984287 41.9017949, 12.498461 41.901791, 12.498484 41.901787, 12.498505 41.9017825, 12.4985246 41.9017774, 12.498555 41.9017685, 12.4985915 41.9017552, 12.4986145 41.9017444, 12.4986591 41.9017203, 12.4986793 41.9017072, 12.4986975 41.9016941, 12.4987174 41.9016766, 12.4987346 41.901657, 12.4987538 41.9016328, 12.498967 41.9013115, 12.4990001 41.9012626, 12.4990203 41.9012318)",,,,,,
270325624,32633399,0,107256117,True,2,Largo di Villa Peretti,secondary,50,False,49.055,"LINESTRING (12.4980179 41.9017491, 12.4984307 41.9019161, 12.4985377 41.9019611)",,,,,,
270327828,32633402,0,35407999,True,2,Via Pietro Barbieri,tertiary,50,False,32.896,"LINESTRING (12.4957231 41.9033668, 12.495947 41.9035331, 12.4960043 41.9035759)",,,,,,
270327830,270327828,0,24877404,True,2,Via Pietro Barbieri,tertiary,50,False,24.159999999999997,"LINESTRING (12.4954403 41.9033889, 12.495485 41.9033741, 12.4955084 41.9033677, 12.4955332 41.9033623, 12.4955552 41.9033584, 12.4955785 41.9033555, 12.4956029 41.9033548, 12.4956279 41.9033552, 12.4956512 41.9033567, 12.4956752 41.9033593, 12.4957231 41.9033668)",,,,,,
270327830,246151148,0,"[205709426, 122077319]",True,2,"['Piazza della Repubblica', 'Via Vittorio Emanuele Orlando']",secondary,50,False,85.785,"LINESTRING (12.4954403 41.9033889, 12.4957279 41.9031377, 12.4957617 41.9031069, 12.495794 41.9030726, 12.495822 41.9030356, 12.4958487 41.9029951, 12.4958632 41.9029695, 12.4958733 41.9029437, 12.4959238 41.9027294)",,,,,,
270327832,32633403,0,49305053,True,2,Via Parigi,residential,,False,49.127,"LINESTRING (12.4951873 41.9036085, 12.4956409 41.9038935)",,,,,,
270327832,270327830,0,24877400,True,2,Via Vittorio Emanuele Orlando,secondary,50,False,32.166,"LINESTRING (12.4951873 41.9036085, 12.4953307 41.9034841, 12.4953738 41.9034466, 12.4954403 41.9033889)",,,,,,
270522053,248532564,0,"[137470193, 529665053]",True,1,Piazza di Porta San Lorenzo,secondary,50,False,51.809,"LINESTRING (12.5107335 41.8963794, 12.5107737 41.8964021, 12.5107998 41.8964215, 12.5108246 41.8964419, 12.5109748 41.8965658, 12.5110993 41.8966627, 12.5111204 41.8966811, 12.5111387 41.8967045, 12.5111463 41.8967249)",,,,,,
270522053,26619712,0,"[4367479, 529665055]",True,1,Piazza di Porta San Lorenzo,secondary,50,False,36.515,"LINESTRING (12.5107335 41.8963794, 12.5107536 41.8964141, 12.5107837 41.8964667, 12.5108013 41.8965119, 12.510812 41.8965675, 12.5108129 41.8966137, 12.5108068 41.8966586, 12.5107947 41.8966964)",,,,,,
270542173,253711668,0,"[119448803, 24900148]",False,1,"['Via degli Anamari', 'Via dei Bruzi']",residential,,True,176.10100000000003,"LINESTRING (12.5147566 41.8933944, 12.5151785 41.8939109, 12.5151915 41.89393, 12.5151974 41.8939444, 12.5151997 41.8939573, 12.5151967 41.8939756, 12.5151913 41.8939916, 12.5151788 41.8940061, 12.5151665 41.8940149, 12.5151464 41.8940253, 12.5151256 41.8940341, 12.5151031 41.8940424, 12.5150684 41.8940531, 12.5150297 41.8940629, 12.5149928 41.894069, 12.5149518 41.894074, 12.5149193 41.894077, 12.5141485 41.8941374, 12.5140262 41.8941454)",,,,,,
270542173,253711668,1,153582455,True,1,Via di Porta Labicana,residential,,False,104.157,"LINESTRING (12.5147566 41.8933944, 12.5146891 41.8934319, 12.5146533 41.8934528, 12.514619 41.8934745, 12.5145847 41.8935001, 12.5145579 41.8935226, 12.514531 41.8935491, 12.514509 41.8935733, 12.5144739 41.8936147, 12.5144427 41.8936514, 12.5141961 41.8939821, 12.5141682 41.8940177, 12.5141363 41.8940533, 12.514105 41.8940822, 12.5140697 41.8941111, 12.5140262 41.8941454)",,,,,,
270545256,2192443980,0,24164250,True,2,Viale dello Scalo San Lorenzo,secondary,50,False,287.53799999999995,"LINESTRING (12.5170889 41.8941546, 12.5171217 41.8941909, 12.5175438 41.894658, 12.5182573 41.8954477, 12.5188769 41.896156, 12.519009 41.8963095)",,,,,,
270545256,246160563,0,24900436,False,2,Viale dello Scalo San Lorenzo,unclassified,50,True,22.365000000000002,"LINESTRING (12.5170889 41.8941546, 12.5169814 41.8942027, 12.5169374 41.8942227, 12.5168573 41.8942582)",,,,,,
270545258,270545260,0,24900438,False,2,Viale dello Scalo San Lorenzo,unclassified,50,False,21.524,"LINESTRING (12.516326 41.8936509, 12.5163931 41.8936103, 12.5164179 41.8935976, 12.5164414 41.893588, 12.516547 41.8935511)",,,,,,
270545258,253711683,0,"[76843208, 190639864]",True,2,Viale dello Scalo San Lorenzo,secondary,50,False,93.78800000000001,"LINESTRING (12.516326 41.8936509, 12.5162042 41.89351, 12.5157901 41.8930309, 12.5157706 41.8930084, 12.5157133 41.8929414)",,,,,,
270545260,270545256,0,24164250,True,2,Viale dello Scalo San Lorenzo,secondary,50,False,80.717,"LINESTRING (12.516547 41.8935511, 12.5166058 41.8936166, 12.5170255 41.8940839, 12.5170889 41.8941546)",,,,,,
270545260,270545258,0,24900438,False,2,Viale dello Scalo San Lorenzo,unclassified,50,True,21.524,"LINESTRING (12.516547 41.8935511, 12.5164414 41.893588, 12.5164179 41.8935976, 12.5163931 41.8936103, 12.516326 41.8936509)",,,,,,
270566684,270566686,0,24902594,False,2,Via San Martino della Battaglia,tertiary,50,False,85.953,"LINESTRING (12.5030878 41.9047552, 12.5031661 41.9048009, 12.5037788 41.9051666, 12.5038157 41.9051886, 12.503899 41.9052379)",,,,,,
270566684,270323584,0,143577380,True,2,Piazza dell'Indipendenza,tertiary,50,False,27.299,"LINESTRING (12.5030878 41.9047552, 12.5030658 41.9047704, 12.5030324 41.904791, 12.5029951 41.9048106, 12.5029573 41.9048246, 12.5029154 41.9048376, 12.5028878 41.9048453, 12.5028647 41.9048497, 12.5028212 41.9048549, 12.5027954 41.9048557)",,,,,,
270566686,270566684,0,24902594,False,2,Via San Martino della Battaglia,tertiary,50,True,85.953,"LINESTRING (12.503899 41.9052379, 12.5038157 41.9051886, 12.5037788 41.9051666, 12.5031661 41.9048009, 12.5030878 41.9047552)",,,,,,
270566686,503717916,0,48646856,True,1,Via Palestro,residential,50,False,116.659,"LINESTRING (12.503899 41.9052379, 12.5040005 41.9051555, 12.5047995 41.9045072, 12.5048518 41.9044647)",,,,,,
270566686,296377275,0,200858509,False,2,Via San Martino della Battaglia,tertiary,50,False,66.587,"LINESTRING (12.503899 41.9052379, 12.5040235 41.9053125, 12.5045175 41.9056209)",,,,,,
276549264,296377274,0,"[13280171, 25373198]",False,2,Via Montebello,residential,,False,84.44800000000001,"LINESTRING (12.5036174 41.9081456, 12.5034732 41.9080212, 12.5034076 41.907966, 12.5033672 41.9079329, 12.5033069 41.9078846, 12.5032294 41.9078235, 12.5029248 41.9075881)",,,,,,
276549264,257908485,0,106746454,True,2,Viale del Policlinico,tertiary,50,False,25.86,"LINESTRING (12.5036174 41.9081456, 12.5036962 41.9081348, 12.5038029 41.9081203, 12.5038727 41.9081115, 12.5039252 41.9081055)",,,,,,
276549444,25643495,0,23426156,True,2,Via dei Luceri,residential,,False,8.686,"LINESTRING (12.5123565 41.8997446, 12.5123422 41.899782, 12.5123286 41.8998199)",,,,,,
276549444,257485922,0,143328550,True,1,Via dei Luceri,residential,,False,55.399,"LINESTRING (12.5123565 41.8997446, 12.5123696 41.899717, 12.512383 41.8996905, 12.512623 41.8992877)",,,,,,
276549444,1280671188,0,309961872,True,1,Via dei Ramni,unclassified,50,False,137.036,"LINESTRING (12.5123565 41.8997446, 12.5136329 41.9002343, 12.5137324 41.9002687, 12.513833 41.9003019)",,,,,,
276549462,276549463,0,25372372,True,1,Via dei Vestini,residential,,False,89.722,"LINESTRING (12.5141143 41.899842, 12.5150029 41.9003042)",,,,,,
276549462,248532567,0,137470203,True,2,Via dei Marrucini,tertiary,50,False,143.71599999999998,"LINESTRING (12.5141143 41.899842, 12.5141678 41.8997621, 12.5148044 41.8988114, 12.5148339 41.8987816, 12.514878 41.8987488, 12.5149342 41.8987093)",,,,yes,,
276549463,521790407,0,42035768,False,1,Via dei Dalmati,residential,,True,128.814,"LINESTRING (12.5150029 41.9003042, 12.5158762 41.8993453)",,,,,,
276549463,276549464,0,252133044,True,1,Via dei Dalmati,residential,,False,45.841,"LINESTRING (12.5150029 41.9003042, 12.514978 41.9003714, 12.5149342 41.9004279, 12.5147044 41.9006462)",,,,,,
276549464,248782763,0,"[563301905, 563301907]",True,2,Via Cesare De Lollis,secondary,50,False,81.64,"LINESTRING (12.5147044 41.9006462, 12.5146419 41.9006257, 12.513917 41.9003875, 12.513802 41.9003497)",,,,,,
276549465,248782763,0,23046199,False,2,Via dei Marrucini,residential,50,False,51.605,"LINESTRING (12.5133111 41.9006357, 12.5137263 41.9003981, 12.513802 41.9003497)",,,,,,
276549465,9657623427,0,23046199,False,2,Via dei Marrucini,residential,50,True,62.722,"LINESTRING (12.5133111 41.9006357, 12.5127479 41.9009431, 12.5127007 41.90097)",,,,,,
276549465,276549467,0,25372373,False,1,Via degli Irpini,residential,,False,143.628,"LINESTRING (12.5133111 41.9006357, 12.5142467 41.9011034, 12.5146016 41.9007356)",,,,,,
276549467,276549465,0,25372373,False,1,Via degli Irpini,residential,,True,143.628,"LINESTRING (12.5146016 41.9007356, 12.5142467 41.9011034, 12.5133111 41.9006357)",,,,,,
276549493,101181804,0,23036848,True,1,Piazzale del Verano,tertiary,50,False,53.394999999999996,"LINESTRING (12.5188919 41.9016805, 12.5188199 41.9017562, 12.5187966 41.9017802, 12.5187719 41.9018012, 12.5187592 41.901809, 12.5187428 41.9018191, 12.5187257 41.9018295, 12.518714 41.9018363, 12.5186936 41.9018481, 12.5186456 41.9018664, 12.5186033 41.9018798, 12.5185609 41.9018893, 12.5184996 41.9018991, 12.5183645 41.9019099)",,,,,,
276549493,259029410,0,202753965,True,2,Piazzale del Verano,secondary,50,False,35.497,"LINESTRING (12.5188919 41.9016805, 12.5189826 41.901782, 12.5191116 41.9019544)",,,,,,
277675789,277975679,0,122110668,False,2,Via Domenico Alberto Azuni,residential,50,True,77.54,"LINESTRING (12.4736751 41.9149796, 12.4727746 41.9147866)",,,,,,
277675789,293812246,0,26785729,False,2,Via Emanuele Gianturco,residential,,False,79.98,"LINESTRING (12.4736751 41.9149796, 12.473696 41.9149268, 12.4739481 41.9142896)",,,,,,
277675789,296298232,0,"[27031220, 46946220]",True,"['2', '1']","['Via Domenico Alberto Azuni', 'Via Flaminia']",residential,50,False,62.284,"LINESTRING (12.4736751 41.9149796, 12.4742071 41.9150918, 12.4744002 41.9151299)",,,,,,
277675792,247701865,0,"[312897885, 312897887]",True,2,"['Viale del Muro Torto', 'Piazzale Flaminio']",primary,50,False,1299.2580000000007,"LINESTRING (12.4752015 41.9114668, 12.4754183 41.9115289, 12.4755066 41.9115525, 12.4755952 41.9115753, 12.4756333 41.911585, 12.4756716 41.911594, 12.4758377 41.9116303, 12.4758932 41.9116401, 12.4759496 41.9116493, 12.4760153 41.9116577, 12.4760962 41.9116671, 12.4768411 41.9117527, 12.4768884 41.9117592, 12.4769307 41.9117664, 12.4769711 41.9117748, 12.4770035 41.9117839, 12.4770273 41.9117928, 12.4770437 41.9117998, 12.4771198 41.9118364, 12.4773864 41.9119986, 12.4774341 41.9120232, 12.4774927 41.9120506, 12.4775494 41.9120749, 12.4776153 41.9121035, 12.4776792 41.9121291, 12.477734 41.9121489, 12.4781339 41.9122862, 12.4782046 41.9123096, 12.4782782 41.912333, 12.4783415 41.9123528, 12.4783794 41.9123641, 12.4784077 41.9123726, 12.4784765 41.9123924, 12.4785522 41.9124129, 12.4786595 41.9124396, 12.4787166 41.9124532, 12.4787678 41.9124654, 12.4788331 41.9124817, 12.4789685 41.9125155, 12.4795917 41.9126704, 12.4797802 41.9127184, 12.4799736 41.912767, 12.4801952 41.912824, 12.4805593 41.912915, 12.480613 41.9129275, 12.4806632 41.9129364, 12.4806996 41.9129405, 12.4807401 41.912943, 12.4807781 41.9129433, 12.4808142 41.9129421, 12.480853 41.912938, 12.4808998 41.9129259, 12.4809296 41.9129142, 12.4809618 41.9128982, 12.4809865 41.9128806, 12.4810101 41.9128623, 12.481032 41.9128369, 12.4810528 41.9128107, 12.4810672 41.9127811, 12.4810742 41.9127524, 12.481077 41.9127285, 12.481092 41.9124957, 12.4811006 41.9124142, 12.4811108 41.9123439, 12.4811296 41.9122253, 12.4811535 41.9120926, 12.4811929 41.9119185, 12.4812622 41.9116161, 12.4812782 41.9115489, 12.4812967 41.9114796, 12.4813153 41.9114263, 12.4813443 41.911333, 12.4814249 41.9111285, 12.4814491 41.9110683, 12.4815001 41.9109367, 12.4815235 41.9108821, 12.4815382 41.910842, 12.4815561 41.910796, 12.4815836 41.9107295, 12.4816123 41.9106623, 12.4816466 41.9105972, 12.4816727 41.9105457, 12.4817072 41.910491, 12.4817582 41.910427, 12.4818169 41.9103559, 12.4818738 41.9102975, 12.4819299 41.910243, 12.4819931 41.9101924, 12.4820571 41.9101431, 12.4821499 41.9100772, 12.4822334 41.910021, 12.4823008 41.9099815, 12.4823352 41.9099632, 12.4823814 41.9099404, 12.482426 41.9099215, 12.4826537 41.9098281, 12.4827756 41.909775, 12.4828892 41.9097216, 12.4829968 41.9096628, 12.4830823 41.9096116, 12.4832843 41.9094907, 12.4837739 41.9091971, 12.4839605 41.909089, 12.4842672 41.9089081, 12.4844934 41.9087676, 12.4846266 41.9086834, 12.4846808 41.9086539, 12.4847371 41.9086254, 12.4847951 41.9086026, 12.4848788 41.9085712, 12.4849571 41.9085484, 12.4850182 41.9085343, 12.4850933 41.9085215, 12.4851687 41.908512, 12.4852709 41.9085086, 12.4853478 41.9085113, 12.4854403 41.9085194, 12.4855098 41.9085282, 12.4855851 41.9085391, 12.4856959 41.9085669, 12.4857926 41.9085992, 12.4858672 41.9086234, 12.4859455 41.9086496, 12.4860189 41.9086802, 12.4863575 41.908848, 12.4865184 41.9089188, 12.4867473 41.9090245)",,,,,,
277975679,277675789,0,122110668,False,2,Via Domenico Alberto Azuni,residential,50,False,77.54,"LINESTRING (12.4727746 41.9147866, 12.4736751 41.9149796)",,,,,,
278880000,277975679,0,25657817,True,2,Via Giuseppe Pisanelli,residential,,False,81.62700000000001,"LINESTRING (12.4730528 41.9140823, 12.4730242 41.914154, 12.4727746 41.9147866)",,,,,,
278880000,293812246,0,34058938,True,1,Via Pasquale Stanislao Mancini,residential,,False,77.58500000000001,"LINESTRING (12.4730528 41.9140823, 12.473852 41.9142674, 12.4739481 41.9142896)",,,,,,
278938842,1125488345,0,97165944,True,2,,residential,,False,10.504,"LINESTRING (12.4741379 41.9101585, 12.4742593 41.9101861)",,,,,,
278938842,1125488324,0,33280118,True,2,Via Maria Adelaide,primary,50,False,21.483,"LINESTRING (12.4741379 41.9101585, 12.4741638 41.9101743, 12.4741834 41.9101955, 12.4741928 41.9102166, 12.4741987 41.9102439, 12.4742005 41.9102815, 12.4741869 41.9103356)",,,,,,
279123232,279123692,0,"[121464280, 312897886]",True,2,"['Via Luisa di Savoia', 'Piazzale Flaminio']",primary,50,False,75.994,"LINESTRING (12.4750567 41.9115337, 12.4749768 41.9115142, 12.4749414 41.9115052, 12.4741881 41.9113118)",,,,,,
279123232,277675792,0,159524932,True,2,Piazzale Flaminio,residential,,False,15.071,"LINESTRING (12.4750567 41.9115337, 12.4750685 41.9115173, 12.4750837 41.911501, 12.4751025 41.9114878, 12.4751173 41.9114812, 12.4751285 41.9114768, 12.4751531 41.9114711, 12.4751712 41.9114679, 12.4752015 41.9114668)",,,,,,
279123692,293813069,0,25657818,True,1,Via Gian Domenico Romagnosi,residential,,False,58.376000000000005,"LINESTRING (12.4741881 41.9113118, 12.4741525 41.911391, 12.4739644 41.9118097)",,,,,,
279123692,1086128537,0,312897886,True,2,Via Luisa di Savoia,primary,50,False,42.923,"LINESTRING (12.4741881 41.9113118, 12.4738346 41.911222, 12.473794 41.9112085, 12.473702 41.911178)",,,,,,
279123911,293812348,0,27414175,True,2,Lungotevere Arnaldo da Brescia,secondary,50,False,159.188,"LINESTRING (12.4731455 41.911014, 12.4731075 41.911016, 12.4730889 41.9110191, 12.4730679 41.9110244, 12.4730501 41.9110328, 12.4730291 41.9110428, 12.473007 41.9110568, 12.4729899 41.9110769, 12.4729714 41.9111067, 12.4726491 41.9118391, 12.4726383 41.9118705, 12.4726272 41.9119118, 12.472619 41.9119541, 12.4726142 41.9119985, 12.4726132 41.912039, 12.4726181 41.9121722, 12.4726181 41.9122131, 12.4726158 41.9122586, 12.4726141 41.9122885, 12.4726085 41.9123258)",,,,,,
279123911,1716354044,0,33280057,True,2,Lungotevere Arnaldo da Brescia,primary,50,False,55.738,"LINESTRING (12.4731455 41.911014, 12.473124 41.9109868, 12.4731049 41.9109583, 12.4730987 41.9109415, 12.4730984 41.9109235, 12.4731017 41.9109076, 12.4731042 41.9108953, 12.4732549 41.9105386)",,,,,,
279143970,279369327,0,28677713,True,1,Piazza del Collegio Romano,residential,,False,45.138,"LINESTRING (12.4797629 41.8977128, 12.4797968 41.8976965, 12.4798416 41.8976887, 12.4801111 41.8977354, 12.4801982 41.8977525, 12.4802874 41.8977699)",,,,,,
279369327,279143970,0,"[28677713, 128665306]",True,1,Piazza del Collegio Romano,residential,,False,177.48899999999998,"LINESTRING (12.4802874 41.8977699, 12.4808126 41.8979179, 12.4809176 41.8979474, 12.480878 41.898094, 12.4801399 41.8978811, 12.479825 41.8977903, 12.4797938 41.8977814, 12.4797681 41.8977684, 12.4797589 41.8977397, 12.4797629 41.8977128)",,,,,,
279369327,309296606,0,770607449,False,2,Via della Gatta,residential,,True,66.49000000000001,"LINESTRING (12.4802874 41.8977699, 12.480299 41.8977382, 12.4804992 41.8971931)",,,,,,
279699910,278880000,0,25657817,True,2,Via Giuseppe Pisanelli,residential,,False,90.64099999999999,"LINESTRING (12.4733499 41.9132977, 12.473325 41.9133636, 12.4730528 41.9140823)",,,,,,
279743838,1421868495,0,28159844,True,1,Via di Sant'Agostino,residential,,False,2.807,"LINESTRING (12.4748747 41.9005365, 12.4748408 41.9005373)",,,,,,
279743838,756777430,0,128740204,True,1,Via delle Coppelle,residential,,False,27.047,"LINESTRING (12.4748747 41.9005365, 12.4752011 41.9005245)",,,,,,
279746059,758154458,0,28160224,True,1,Via di Monte Brianzo,residential,,False,27.613,"LINESTRING (12.4751761 41.90315, 12.4748722 41.9030475)",,,,,,
279746146,279746427,0,25661948,True,1,Via della Stelletta,residential,,False,106.77499999999999,"LINESTRING (12.4762273 41.9014795, 12.4761105 41.9015079, 12.4758063 41.9015817, 12.4754888 41.9016191, 12.4754234 41.9016251, 12.4749669 41.9016671)",,,,,,
279746146,32631122,0,366694003,True,1,Via Metastasio,residential,,False,47.400999999999996,"LINESTRING (12.4762273 41.9014795, 12.4762801 41.9013904, 12.4763535 41.9012817, 12.4763975 41.9012412, 12.4764512 41.9012074, 12.47658 41.9011702)",,,,,,
279746150,279746059,0,128665337,True,1,Via della Scrofa,residential,,False,24.762,"LINESTRING (12.4751466 41.9029284, 12.4751533 41.9029788, 12.4751761 41.90315)",,,,,,
279746427,677442257,0,27446009,True,1,Via dei Portoghesi,residential,,False,51.758,"LINESTRING (12.4749669 41.9016671, 12.4743442 41.9017102)",,,,,,
279746427,279746150,0,25661828,True,1,Via della Scrofa,residential,,False,141.046,"LINESTRING (12.4749669 41.9016671, 12.4749981 41.9018687, 12.4750087 41.9019721, 12.4750459 41.9022029, 12.4751188 41.9027282, 12.4751308 41.9028144, 12.4751466 41.9029284)",,,,,,
279746708,279746146,0,"[980662288, 28160193, 28157827, 25661868]",True,1,"['Via dei Prefetti', 'Via Metastasio', 'Piazza di Firenze', ""Via d'Ascanio""]",residential,,False,251.78300000000002,"LINESTRING (12.4777487 41.9025037, 12.4777127 41.902523, 12.4776879 41.9025264, 12.4771934 41.9025, 12.4768259 41.9024653, 12.4762771 41.9023663, 12.4760225 41.9022977, 12.4758652 41.9022554, 12.4759509 41.9020922, 12.4759586 41.9020746, 12.4761563 41.9016373, 12.4761594 41.9016304, 12.4762123 41.9015128, 12.4762273 41.9014795)",,,,,,
279746708,878856319,0,128665307,False,2,Piazza del Parlamento,residential,,True,130.096,"LINESTRING (12.4777487 41.9025037, 12.4778349 41.9024619, 12.4781021 41.9024213, 12.4781697 41.9024234, 12.4786941 41.9023965, 12.4792276 41.9023825, 12.4792547 41.9023727, 12.4792898 41.9023599)",,,,,,
279746939,261852296,0,210307731,True,1,Via della Lupa,residential,,False,50.202999999999996,"LINESTRING (12.4766996 41.9032207, 12.4765918 41.9034301, 12.4764847 41.903587, 12.4764432 41.9036279)",,,,,,
279746939,309300887,0,210307741,True,1,Via della Torretta,residential,,False,41.24799999999999,"LINESTRING (12.4766996 41.9032207, 12.4769569 41.903299, 12.4770673 41.9033111, 12.4771753 41.9033212)",,,,,,
280135454,257492473,0,204163763,True,2,Via Saverio Mercadante,tertiary,30,False,41.015,"LINESTRING (12.4902086 41.9189911, 12.4906198 41.9187851)",,,,,,
280135454,8311098861,0,973540969,False,2,Via Ulisse Aldrovandi,tertiary,50,True,9.908999999999999,"LINESTRING (12.4902086 41.9189911, 12.4901529 41.9190076, 12.4900973 41.919024)",,,,,,
280135454,257495560,0,"[23765929, 1208915586, 23765877, 192110342]",False,,"['Viale del Giardino Zoologico', 'Piazzale del Giardino Zoologico']",unclassified,,"[False, True]",729.07,"LINESTRING (12.4902086 41.9189911, 12.4901541 41.9189483, 12.4901455 41.9189415, 12.4900945 41.9189009, 12.4900745 41.9188827, 12.4898647 41.9186625, 12.4897922 41.9185709, 12.4897435 41.9184644, 12.4896725 41.9182293, 12.4896256 41.9179954, 12.489597 41.9178741, 12.4895292 41.9177542, 12.4892541 41.9173872, 12.4890434 41.9171669, 12.4888066 41.917032, 12.4887171 41.9169894, 12.48854 41.9169297, 12.4883529 41.9168744, 12.4882613 41.9168428, 12.488146 41.9168095, 12.4880496 41.9167871, 12.487914 41.9167582, 12.4878644 41.9167547, 12.4878148 41.9167513, 12.4878051 41.9167519, 12.4876623 41.9167562, 12.4875516 41.9167604, 12.4874506 41.9168117, 12.487225 41.9169264, 12.4870989 41.91698, 12.4869077 41.9170087, 12.486771 41.9170119, 12.4866109 41.91699, 12.4864323 41.9169452, 12.4858156 41.9167496, 12.4855399 41.9166778, 12.4850682 41.9165868, 12.4848394 41.9165392, 12.4845967 41.9164368, 12.4842455 41.9162553, 12.4840124 41.9161289, 12.4838968 41.9160434, 12.4837919 41.9159472, 12.483752 41.9158915, 12.483712 41.9158266)",,,,,,
280135545,280135546,0,25694095,False,2,Piazzale Miguel Cervantes,residential,,False,17.283,"LINESTRING (12.4819127 41.916287, 12.4819316 41.9163169, 12.4819436 41.9163374, 12.4819702 41.9163808, 12.4819804 41.9163975, 12.4819994 41.9164284)",,,,,,
