osmid,y,x,street_count,highway,geometry
291631679,41.9077187,12.5182363,1,,POINT (12.5182363 41.9077187)
291631932,41.9073732,12.5172686,3,,POINT (12.5172686 41.9073732)
291631934,41.9081096,12.5168209,4,,POINT (12.5168209 41.9081096)
291632307,41.9107678,12.5141838,3,,POINT (12.5141838 41.9107678)
291632726,41.909002,12.5151821,4,,POINT (12.5151821 41.909002)
291632875,41.907863,12.515969,3,,POINT (12.515969 41.907863)
291633262,41.9063624,12.5165432,4,,POINT (12.5165432 41.9063624)
291633631,41.9089593,12.5121242,3,,POINT (12.5121242 41.9089593)
291633633,41.9088722,12.5122102,3,,POINT (12.5122102 41.9088722)
291633635,41.9085759,12.5121811,3,,POINT (12.5121811 41.9085759)
291634028,41.9104291,12.5130542,3,,POINT (12.5130542 41.9104291)
291634272,41.9096238,12.5125235,3,,POINT (12.5125235 41.9096238)
291634554,41.9069779,12.5174312,4,,POINT (12.5174312 41.9069779)
291634555,41.9069779,12.5157804,3,,POINT (12.5157804 41.9069779)
291634662,41.9072335,12.5170762,3,,POINT (12.5170762 41.9072335)
291635037,41.9070983,12.5163611,3,,POINT (12.5163611 41.9070983)
291635324,41.9089174,12.5134,4,,POINT (12.5134 41.9089174)
291635329,41.9093864,12.5159885,4,,POINT (12.5159885 41.9093864)
291635331,41.9100418,12.5168838,4,,POINT (12.5168838 41.9100418)
291635332,41.9104463,12.5171046,3,,POINT (12.5171046 41.9104463)
291638484,41.9189741,12.4859847,3,,POINT (12.4859847 41.9189741)
292449375,41.9197859,12.5195254,4,,POINT (12.5195254 41.9197859)
292449483,41.9201132,12.5200223,3,,POINT (12.5200223 41.9201132)
292456385,41.9121142,12.5184396,3,,POINT (12.5184396 41.9121142)
292456421,41.9127413,12.5181075,3,,POINT (12.5181075 41.9127413)
292456435,41.9102891,12.5181277,4,,POINT (12.5181277 41.9102891)
292456457,41.9111684,12.5185698,4,,POINT (12.5185698 41.9111684)
292456886,41.9109073,12.5195727,4,,POINT (12.5195727 41.9109073)
292456942,41.9118954,12.5197622,4,,POINT (12.5197622 41.9118954)
292456946,41.9132424,12.5196652,4,,POINT (12.5196652 41.9132424)
292457317,41.9142,12.5199894,3,,POINT (12.5199894 41.9142)
292457318,41.9143712,12.5202882,3,,POINT (12.5202882 41.9143712)
292457320,41.9143811,12.5204958,3,,POINT (12.5204958 41.9143811)
292457348,41.9130741,12.5188118,3,,POINT (12.5188118 41.9130741)
292457415,41.9138231,12.518721,3,,POINT (12.518721 41.9138231)
292457417,41.9145321,12.5186279,3,,POINT (12.5186279 41.9145321)
292457743,41.9147065,12.5174623,3,,POINT (12.5174623 41.9147065)
292457937,41.9144413,12.5192105,3,,POINT (12.5192105 41.9144413)
292457942,41.9148386,12.5166526,3,,POINT (12.5166526 41.9148386)
292458020,41.914024,12.5174727,3,,POINT (12.5174727 41.914024)
292458030,41.9132437,12.51696,4,,POINT (12.51696 41.9132437)
292458072,41.9118348,12.5160817,3,,POINT (12.5160817 41.9118348)
292458548,41.9108981,12.5141573,4,,POINT (12.5141573 41.9108981)
292458557,41.9119383,12.5156927,3,,POINT (12.5156927 41.9119383)
292459183,41.9116788,12.512996,3,,POINT (12.512996 41.9116788)
292459366,41.9114547,12.5119704,4,,POINT (12.5119704 41.9114547)
292460375,41.9123481,12.509355,4,,POINT (12.509355 41.9123481)
292460542,41.9123034,12.5108893,3,,POINT (12.5108893 41.9123034)
292460544,41.9132631,12.5097476,3,,POINT (12.5097476 41.9132631)
292460813,41.9123109,12.5078121,3,,POINT (12.5078121 41.9123109)
292461224,41.9108981,12.5072487,3,,POINT (12.5072487 41.9108981)
292461247,41.9122081,12.5074397,4,,POINT (12.5074397 41.9122081)
292461306,41.9118766,12.5052839,3,,POINT (12.5052839 41.9118766)
292461387,41.9115022,12.5061107,3,,POINT (12.5061107 41.9115022)
292462662,41.9128548,12.5040869,4,,POINT (12.5040869 41.9128548)
292462676,41.9131273,12.5017834,3,,POINT (12.5017834 41.9131273)
292463612,41.9111283,12.5013748,3,,POINT (12.5013748 41.9111283)
292464067,41.9116588,12.4969064,4,,POINT (12.4969064 41.9116588)
292466159,41.9093008,12.496958,4,,POINT (12.496958 41.9093008)
292466302,41.910404,12.4980755,4,crossing,POINT (12.4980755 41.910404)
292466360,41.9088428,12.4972105,3,,POINT (12.4972105 41.9088428)
292466460,41.9092442,12.4984646,3,,POINT (12.4984646 41.9092442)
292466461,41.9086153,12.4985883,3,,POINT (12.4985883 41.9086153)
292466504,41.9082808,12.4975296,3,,POINT (12.4975296 41.9082808)
292467002,41.9080765,12.4976444,3,,POINT (12.4976444 41.9080765)
292467025,41.9084287,12.4966307,3,,POINT (12.4966307 41.9084287)
292467026,41.9084848,12.4974093,3,,POINT (12.4974093 41.9084848)
292467154,41.9091165,12.4962691,3,,POINT (12.4962691 41.9091165)
292467311,41.90819,12.4928631,3,,POINT (12.4928631 41.90819)
292467463,41.9089603,12.4925076,4,,POINT (12.4925076 41.9089603)
292467464,41.9096728,12.4921997,4,,POINT (12.4921997 41.9096728)
292469565,41.9127141,12.4966734,4,,POINT (12.4966734 41.9127141)
292469961,41.9132143,12.4940301,4,,POINT (12.4940301 41.9132143)
292470433,41.9116691,12.4979587,4,,POINT (12.4979587 41.9116691)
292473204,41.9195465,12.4927333,4,,POINT (12.4927333 41.9195465)
292474408,41.920338,12.4923744,3,,POINT (12.4923744 41.920338)
292474966,41.9206294,12.4936715,4,,POINT (12.4936715 41.9206294)
292474968,41.9205864,12.4955139,3,,POINT (12.4955139 41.9205864)
293799279,41.9040286,12.485676,3,,POINT (12.485676 41.9040286)
293799467,41.9038497,12.4844145,4,,POINT (12.4844145 41.9038497)
293800872,41.905439,12.4812914,3,,POINT (12.4812914 41.905439)
293801359,41.9040426,12.4822823,4,,POINT (12.4822823 41.9040426)
293801360,41.9043181,12.4831479,3,,POINT (12.4831479 41.9043181)
293801361,41.9063893,12.4806465,3,,POINT (12.4806465 41.9063893)
293801579,41.9036889,12.4833923,4,,POINT (12.4833923 41.9036889)
293802037,41.9039229,12.4800768,1,,POINT (12.4800768 41.9039229)
293802185,41.9048395,12.4796997,4,,POINT (12.4796997 41.9048395)
293806361,41.907021,12.4802105,3,,POINT (12.4802105 41.907021)
293806533,41.9067303,12.4789254,3,,POINT (12.4789254 41.9067303)
293807613,41.9091851,12.4761223,4,,POINT (12.4761223 41.9091851)
293807747,41.9086113,12.4745133,3,,POINT (12.4745133 41.9086113)
293807850,41.9085963,12.4760466,3,,POINT (12.4760466 41.9085963)
293808152,41.9084557,12.4789596,3,,POINT (12.4789596 41.9084557)
293808299,41.9080577,12.4794286,3,,POINT (12.4794286 41.9080577)
293809007,41.9069368,12.4757826,3,,POINT (12.4757826 41.9069368)
293809447,41.9073494,12.4758467,3,,POINT (12.4758467 41.9073494)
293809927,41.9074046,12.4771286,3,,POINT (12.4771286 41.9074046)
293810950,41.913692,12.4750475,3,,POINT (12.4750475 41.913692)
293812132,41.9135043,12.4742635,4,,POINT (12.4742635 41.9135043)
293812246,41.9142896,12.4739481,4,,POINT (12.4739481 41.9142896)
293812247,41.9144733,12.4747201,4,,POINT (12.4747201 41.9144733)
293812261,41.9127761,12.4745476,4,,POINT (12.4745476 41.9127761)
293812272,41.912529,12.473678,4,,POINT (12.473678 41.912529)
293812348,41.9123258,12.4726085,3,,POINT (12.4726085 41.9123258)
293812956,41.9123859,12.4746954,4,,POINT (12.4746954 41.9123859)
293813046,41.9111203,12.4735483,3,,POINT (12.4735483 41.9111203)
293813069,41.9118097,12.4739644,3,,POINT (12.4739644 41.9118097)
293813070,41.9121412,12.4738454,3,,POINT (12.4738454 41.9121412)
293813808,41.9168016,12.4738573,3,,POINT (12.4738573 41.9168016)
293813969,41.9172256,12.4727331,4,,POINT (12.4727331 41.9172256)
293813995,41.9164248,12.4730673,3,,POINT (12.4730673 41.9164248)
293814212,41.9182643,12.4732319,3,,POINT (12.4732319 41.9182643)
293814725,41.915017,12.4762091,1,,POINT (12.4762091 41.915017)
294002165,41.9205395,12.5092877,3,,POINT (12.5092877 41.9205395)
294005860,41.9201539,12.5031471,4,,POINT (12.5031471 41.9201539)
294006414,41.9198821,12.5059623,4,,POINT (12.5059623 41.9198821)
294006415,41.9189329,12.5046302,4,,POINT (12.5046302 41.9189329)
294006711,41.920488,12.5049297,4,,POINT (12.5049297 41.920488)
294006745,41.9196812,12.5037463,4,,POINT (12.5037463 41.9196812)
294007239,41.919849,12.5010058,4,,POINT (12.5010058 41.919849)
294007240,41.9207126,12.4998997,4,,POINT (12.4998997 41.9207126)
294015329,41.9207569,12.4767202,3,,POINT (12.4767202 41.9207569)
294015409,41.9204615,12.4749324,3,,POINT (12.4749324 41.9204615)
294015848,41.9205913,12.4757842,3,,POINT (12.4757842 41.9205913)
294016094,41.9201223,12.4772211,3,,POINT (12.4772211 41.9201223)
294016351,41.919522,12.4733922,3,,POINT (12.4733922 41.919522)
294016366,41.9197663,12.4774388,3,,POINT (12.4774388 41.9197663)
294016393,41.9197877,12.4787313,3,,POINT (12.4787313 41.9197877)
294018420,41.9206886,12.4843212,3,,POINT (12.4843212 41.9206886)
294019157,41.9195534,12.4838569,4,,POINT (12.4838569 41.9195534)
294019369,41.920444,12.4830133,4,,POINT (12.4830133 41.920444)
294019707,41.9195242,12.4830224,3,,POINT (12.4830224 41.9195242)
294022306,41.9050757,12.4727676,4,,POINT (12.4727676 41.9050757)
294022371,41.9058054,12.472868,4,,POINT (12.472868 41.9058054)
294022372,41.9067821,12.4729941,3,,POINT (12.4729941 41.9067821)
294042356,41.9060379,12.5169627,3,,POINT (12.5169627 41.9060379)
294042378,41.9081109,12.5192272,4,,POINT (12.5192272 41.9081109)
294042382,41.9078911,12.519897,3,,POINT (12.519897 41.9078911)
294042578,41.9155409,12.5138872,3,,POINT (12.5138872 41.9155409)
294042584,41.9166974,12.5123631,4,,POINT (12.5123631 41.9166974)
294042594,41.917175,12.5130641,3,,POINT (12.5130641 41.917175)
294042604,41.9156777,12.5144037,4,,POINT (12.5144037 41.9156777)
294042611,41.9145313,12.5164595,3,,POINT (12.5164595 41.9145313)
294042794,41.9177447,12.5139153,3,,POINT (12.5139153 41.9177447)
294042822,41.9175111,12.5131611,3,,POINT (12.5131611 41.9175111)
294042823,41.9152371,12.5098072,3,,POINT (12.5098072 41.9152371)
294042825,41.9168143,12.5121092,3,,POINT (12.5121092 41.9168143)
294042828,41.9129768,12.5064855,4,,POINT (12.5064855 41.9129768)
294042829,41.9130501,12.5065941,4,,POINT (12.5065941 41.9130501)
294042830,41.9143513,12.508491,5,,POINT (12.508491 41.9143513)
294042836,41.9120195,12.5050733,3,,POINT (12.5050733 41.9120195)
294042842,41.9137369,12.5075955,3,,POINT (12.5075955 41.9137369)
294043349,41.911264,12.5040899,4,,POINT (12.5040899 41.911264)
294043423,41.9141716,12.5086474,4,,POINT (12.5086474 41.9141716)
294044648,41.9189824,12.5183454,3,,POINT (12.5183454 41.9189824)
295735024,41.8913225,12.5204622,4,,POINT (12.5204622 41.8913225)
295795497,41.904093,12.5017656,3,,POINT (12.5017656 41.904093)
295811357,41.9118341,12.4749206,2,,POINT (12.4749206 41.9118341)
296297656,41.9153343,12.4742296,1,,POINT (12.4742296 41.9153343)
296297664,41.9162853,12.4738271,3,,POINT (12.4738271 41.9162853)
296297705,41.9164703,12.4732719,3,,POINT (12.4732719 41.9164703)
296297979,41.9163587,12.4740274,3,,POINT (12.4740274 41.9163587)
296297981,41.9165976,12.4737845,3,,POINT (12.4737845 41.9165976)
296298232,41.9151299,12.4744002,3,,POINT (12.4744002 41.9151299)
296298337,41.9129891,12.4753317,3,,POINT (12.4753317 41.9129891)
296362040,41.9088852,12.5083638,4,,POINT (12.5083638 41.9088852)
296364344,41.9095545,12.5144429,4,,POINT (12.5144429 41.9095545)
296364345,41.9100334,12.5151111,4,,POINT (12.5151111 41.9100334)
296377272,41.9064254,12.5036296,4,,POINT (12.5036296 41.9064254)
296377274,41.9075881,12.5029248,3,,POINT (12.5029248 41.9075881)
296377275,41.9056209,12.5045175,4,,POINT (12.5045175 41.9056209)
296391630,41.9095553,12.5013454,4,,POINT (12.5013454 41.9095553)
296391632,41.9098029,12.5018321,3,,POINT (12.5018321 41.9098029)
297721619,41.9191715,12.4727882,3,,POINT (12.4727882 41.9191715)
299615631,41.9186672,12.4774702,3,,POINT (12.4774702 41.9186672)
299808691,41.8924056,12.4805128,3,,POINT (12.4805128 41.8924056)
299808700,41.894027,12.4760349,4,,POINT (12.4760349 41.894027)
299808832,41.8935085,12.4791653,2,,POINT (12.4791653 41.8935085)
299811107,41.8937504,12.4763951,3,,POINT (12.4763951 41.8937504)
300930386,41.9097845,12.4983501,3,,POINT (12.4983501 41.9097845)
301153287,41.9064673,12.4891082,3,,POINT (12.4891082 41.9064673)
301153289,41.9070794,12.4888174,4,,POINT (12.4888174 41.9070794)
301153290,41.907899,12.4884049,4,,POINT (12.4884049 41.907899)
301153291,41.9086159,12.4880907,3,,POINT (12.4880907 41.9086159)
301153339,41.9069894,12.4901738,3,,POINT (12.4901738 41.9069894)
301153432,41.9060918,12.4882047,3,,POINT (12.4882047 41.9060918)
301153433,41.9055894,12.4873857,3,,POINT (12.4873857 41.9055894)
301153723,41.907668,12.4874906,4,,POINT (12.4874906 41.907668)
301209682,41.9135296,12.4975582,3,,POINT (12.4975582 41.9135296)
301209756,41.9202381,12.5091251,3,,POINT (12.5091251 41.9202381)
301336162,41.9104052,12.4996713,3,crossing,POINT (12.4996713 41.9104052)
301336286,41.9109151,12.5001516,3,,POINT (12.5001516 41.9109151)
301336287,41.9112646,12.5001093,4,,POINT (12.5001093 41.9112646)
301336288,41.9122927,12.4999594,4,,POINT (12.4999594 41.9122927)
301336289,41.9132769,12.4998217,4,,POINT (12.4998217 41.9132769)
301336290,41.9139729,12.4997223,3,,POINT (12.4997223 41.9139729)
301336338,41.9111504,12.5019832,3,,POINT (12.5019832 41.9111504)
301336339,41.9109144,12.5035602,4,,POINT (12.5035602 41.9109144)
301340934,41.9135445,12.4933978,4,,POINT (12.4933978 41.9135445)
301342402,41.9124133,12.4978036,3,,POINT (12.4978036 41.9124133)
301344457,41.9123385,12.4986707,3,,POINT (12.4986707 41.9123385)
301344458,41.9122386,12.4978391,3,,POINT (12.4978391 41.9122386)
301344742,41.9144767,12.5026444,3,,POINT (12.5026444 41.9144767)
301344799,41.9138339,12.5033048,3,,POINT (12.5033048 41.9138339)
301348589,41.8978642,12.474008,3,,POINT (12.474008 41.8978642)
301349651,41.9018726,12.4722845,3,,POINT (12.4722845 41.9018726)
301350887,41.9023644,12.4728534,3,,POINT (12.4728534 41.9023644)
302132064,41.9090798,12.5079143,3,,POINT (12.5079143 41.9090798)
303982531,41.9107578,12.4795038,1,,POINT (12.4795038 41.9107578)
303990445,41.9046113,12.483006,3,,POINT (12.483006 41.9046113)
304556355,41.8982745,12.5199337,3,,POINT (12.5199337 41.8982745)
304572700,41.9012906,12.4803018,2,,POINT (12.4803018 41.9012906)
304727496,41.9028252,12.4855945,4,,POINT (12.4855945 41.9028252)
304727605,41.9020514,12.4824754,3,,POINT (12.4824754 41.9020514)
305300324,41.8894282,12.4765002,3,,POINT (12.4765002 41.8894282)
305309322,41.8890173,12.475313,1,,POINT (12.475313 41.8890173)
305309535,41.8897813,12.4750763,3,,POINT (12.4750763 41.8897813)
305309536,41.8898338,12.4747052,4,,POINT (12.4747052 41.8898338)
305309537,41.8897917,12.47424,4,,POINT (12.47424 41.8897917)
305309566,41.8883745,12.4745708,3,,POINT (12.4745708 41.8883745)
305309685,41.8888462,12.4740909,3,,POINT (12.4740909 41.8888462)
305310013,41.8884859,12.4741606,3,,POINT (12.4741606 41.8884859)
305310014,41.8888172,12.4741818,3,,POINT (12.4741818 41.8888172)
305310049,41.8874786,12.4752718,3,,POINT (12.4752718 41.8874786)
305310132,41.8880668,12.4758232,4,,POINT (12.4758232 41.8880668)
305310133,41.8886161,12.4761931,4,,POINT (12.4761931 41.8886161)
305310168,41.8878382,12.4781912,3,,POINT (12.4781912 41.8878382)
305312743,41.8860163,12.4725688,3,,POINT (12.4725688 41.8860163)
305312853,41.8865243,12.4764574,3,,POINT (12.4764574 41.8865243)
305312927,41.886078,12.4761607,3,,POINT (12.4761607 41.886078)
305312940,41.8866528,12.47487,3,,POINT (12.47487 41.8866528)
305312941,41.8861068,12.4775921,3,,POINT (12.4775921 41.8861068)
305312984,41.8863613,12.4769832,3,,POINT (12.4769832 41.8863613)
305313272,41.886722,12.4771176,3,,POINT (12.4771176 41.886722)
305313411,41.8850962,12.4764161,3,,POINT (12.4764161 41.8850962)
305313431,41.888611,12.4786579,3,,POINT (12.4786579 41.888611)
305313562,41.8884092,12.4784277,3,,POINT (12.4784277 41.8884092)
305313566,41.888521,12.4781521,3,,POINT (12.4781521 41.888521)
305313779,41.8884599,12.4781027,3,,POINT (12.4781027 41.8884599)
305313781,41.8891131,12.4779077,3,,POINT (12.4779077 41.8891131)
305313794,41.8884041,12.4769994,3,,POINT (12.4769994 41.8884041)
305313875,41.8892591,12.4775523,3,,POINT (12.4775523 41.8892591)
305314107,41.8884459,12.476831,3,,POINT (12.476831 41.8884459)
305788476,41.9063263,12.4921539,3,,POINT (12.4921539 41.9063263)
308549193,41.9096548,12.501553,3,,POINT (12.501553 41.9096548)
308549322,41.9095653,12.5019148,3,,POINT (12.5019148 41.9095653)
308549419,41.9097299,12.5016955,3,,POINT (12.5016955 41.9097299)
309280912,41.9021794,12.4792778,1,,POINT (12.4792778 41.9021794)
309292816,41.8976732,12.4773304,3,,POINT (12.4773304 41.8976732)
309293389,41.8984207,12.475953,1,,POINT (12.475953 41.8984207)
309294333,41.8969344,12.4746308,3,,POINT (12.4746308 41.8969344)
309294440,41.8978756,12.4743587,3,,POINT (12.4743587 41.8978756)
309294531,41.89791,12.4750842,3,,POINT (12.4750842 41.89791)
309295925,41.8968565,12.4763757,3,,POINT (12.4763757 41.8968565)
309295976,41.8968761,12.4773618,3,,POINT (12.4773618 41.8968761)
309296468,41.8967832,12.4801007,1,,POINT (12.4801007 41.8967832)
309296606,41.8971931,12.4804992,2,,POINT (12.4804992 41.8971931)
309297121,41.8962615,12.48024,4,,POINT (12.48024 41.8962615)
309297808,41.9000773,12.473839,3,,POINT (12.473839 41.9000773)
309297864,41.9035708,12.5201144,4,,POINT (12.5201144 41.9035708)
309299606,41.9011057,12.4770631,1,,POINT (12.4770631 41.9011057)
309300482,41.9034643,12.4760291,3,,POINT (12.4760291 41.9034643)
309300886,41.9036668,12.477122,4,,POINT (12.477122 41.9036668)
309300887,41.9033212,12.4771753,4,,POINT (12.4771753 41.9033212)
309300889,41.9029677,12.4776941,3,,POINT (12.4776941 41.9029677)
309300912,41.9032778,12.4777578,3,,POINT (12.4777578 41.9032778)
309301222,41.9005473,12.4796544,2,,POINT (12.4796544 41.9005473)
309301482,41.9017037,12.4812717,3,,POINT (12.4812717 41.9017037)
309301771,41.9000478,12.4819459,3,,POINT (12.4819459 41.9000478)
309302513,41.9007504,12.4805258,3,,POINT (12.4805258 41.9007504)
309302518,41.9005312,12.4806177,3,,POINT (12.4806177 41.9005312)
309302539,41.900762,12.4816318,3,,POINT (12.4816318 41.900762)
309303592,41.9018573,12.4800639,3,,POINT (12.4800639 41.9018573)
309304409,41.9039075,12.4818422,3,,POINT (12.4818422 41.9039075)
309304410,41.903293,12.4821672,3,,POINT (12.4821672 41.903293)
309307045,41.9032578,12.4884264,3,,POINT (12.4884264 41.9032578)
309307047,41.9027823,12.4862731,3,,POINT (12.4862731 41.9027823)
309307048,41.9024278,12.4873022,3,,POINT (12.4873022 41.9024278)
309307061,41.9029509,12.4870386,4,,POINT (12.4870386 41.9029509)
309307062,41.9031737,12.486931,3,,POINT (12.486931 41.9031737)
309307063,41.9031265,12.4867313,3,,POINT (12.4867313 41.9031265)
309307065,41.9043664,12.4864638,3,,POINT (12.4864638 41.9043664)
309308361,41.9093532,12.4741478,3,,POINT (12.4741478 41.9093532)
309308362,41.9097328,12.4736539,3,,POINT (12.4736539 41.9097328)
309308365,41.9096883,12.4752884,3,,POINT (12.4752884 41.9096883)
309308372,41.9103672,12.4750024,5,,POINT (12.4750024 41.9103672)
309308373,41.911314,12.474596,3,,POINT (12.474596 41.911314)
309308376,41.9095589,12.4745278,3,,POINT (12.4745278 41.9095589)
309309088,41.9106355,12.4917818,3,,POINT (12.4917818 41.9106355)
309309089,41.9098988,12.4903299,3,,POINT (12.4903299 41.9098988)
309309094,41.9109945,12.4945407,3,,POINT (12.4945407 41.9109945)
309309391,41.9110208,12.4969098,3,,POINT (12.4969098 41.9110208)
309309552,41.9110586,12.4938147,4,,POINT (12.4938147 41.9110586)
309309555,41.9109942,12.4927803,4,traffic_signals,POINT (12.4927803 41.9109942)
309309751,41.911043,12.496008,4,,POINT (12.496008 41.911043)
309309752,41.9111017,12.494726,3,,POINT (12.494726 41.9111017)
309309803,41.9109135,12.4953242,3,,POINT (12.4953242 41.9109135)
309309912,41.9096125,12.489359,3,,POINT (12.489359 41.9096125)
309310038,41.9106712,12.4921053,3,,POINT (12.4921053 41.9106712)
309310039,41.9101244,12.4908455,3,,POINT (12.4908455 41.9101244)
309310043,41.9102813,12.49124,3,,POINT (12.49124 41.9102813)
309674407,41.913986,12.5052341,3,,POINT (12.5052341 41.913986)
309674410,41.9136052,12.5052228,3,,POINT (12.5052228 41.9136052)
309681254,41.9078294,12.4726596,4,,POINT (12.4726596 41.9078294)
309681920,41.9068203,12.4733584,3,,POINT (12.4733584 41.9068203)
309683017,41.9057643,12.4735186,3,,POINT (12.4735186 41.9057643)
309684684,41.9041146,12.4726623,3,,POINT (12.4726623 41.9041146)
309881777,41.9054505,12.4728208,3,,POINT (12.4728208 41.9054505)
309881781,41.9054051,12.4734849,4,,POINT (12.4734849 41.9054051)
309890792,41.8959909,12.4765042,5,,POINT (12.4765042 41.8959909)
309891786,41.8897983,12.4740603,3,,POINT (12.4740603 41.8897983)
315109826,41.9068633,12.5049927,3,,POINT (12.5049927 41.9068633)
315109963,41.9079258,12.5044427,3,,POINT (12.5044427 41.9079258)
315110325,41.9078737,12.5047632,3,,POINT (12.5047632 41.9078737)
315110327,41.9078557,12.5044844,3,,POINT (12.5044844 41.9078557)
315110498,41.9082193,12.5042945,3,,POINT (12.5042945 41.9082193)
315111279,41.9065976,12.5052371,3,,POINT (12.5052371 41.9065976)
315111524,41.908387,12.504988,3,,POINT (12.504988 41.908387)
315111575,41.9082421,12.5050696,3,,POINT (12.5050696 41.9082421)
315112276,41.9081737,12.5036981,3,,POINT (12.5036981 41.9081737)
315113270,41.9096634,12.5008688,3,,POINT (12.5008688 41.9096634)
315113273,41.9090319,12.5018751,3,,POINT (12.5018751 41.9090319)
315114683,41.9109332,12.4969574,3,,POINT (12.4969574 41.9109332)
315115036,41.9105468,12.4993988,3,,POINT (12.4993988 41.9105468)
315116272,41.9104693,12.499545,3,,POINT (12.499545 41.9104693)
315132702,41.9110483,12.4958183,3,,POINT (12.4958183 41.9110483)
315136394,41.9110101,12.4931326,3,,POINT (12.4931326 41.9110101)
315140299,41.9110068,12.491186,3,,POINT (12.491186 41.9110068)
315141718,41.9094891,12.4878882,3,,POINT (12.4878882 41.9094891)
315143621,41.9097205,12.4877899,3,,POINT (12.4877899 41.9097205)
315144534,41.9110673,12.4738717,3,,POINT (12.4738717 41.9110673)
315147602,41.9104029,12.4754355,3,,POINT (12.4754355 41.9104029)
315147745,41.9105268,12.4753787,3,,POINT (12.4753787 41.9105268)
317341871,41.9105927,12.5005426,3,,POINT (12.5005426 41.9105927)
317341887,41.9118554,12.5000237,3,,POINT (12.5000237 41.9118554)
317341903,41.9119074,12.5006688,1,,POINT (12.5006688 41.9119074)
317342234,41.9135014,12.5026266,3,,POINT (12.5026266 41.9135014)
317342309,41.9142957,12.5018553,1,,POINT (12.5018553 41.9142957)
317343949,41.9087173,12.5066536,3,,POINT (12.5066536 41.9087173)
317344300,41.9082239,12.5041552,3,,POINT (12.5041552 41.9082239)
317344344,41.9103847,12.4994797,3,,POINT (12.4994797 41.9103847)
317344374,41.9110962,12.4985973,3,,POINT (12.4985973 41.9110962)
317344396,41.9110324,12.4986708,3,,POINT (12.4986708 41.9110324)
317344879,41.9056816,12.4928787,4,,POINT (12.4928787 41.9056816)
317344943,41.9068003,12.4954548,4,,POINT (12.4954548 41.9068003)
317344944,41.9073016,12.4962126,3,,POINT (12.4962126 41.9073016)
317345497,41.9060798,12.4895496,4,,POINT (12.4895496 41.9060798)
317348279,41.8932927,12.4754405,3,traffic_signals,POINT (12.4754405 41.8932927)
317348430,41.8927416,12.473882,1,,POINT (12.473882 41.8927416)
317348447,41.8924687,12.4726098,3,,POINT (12.4726098 41.8924687)
327115013,41.8950596,12.4913086,3,,POINT (12.4913086 41.8950596)
327115023,41.894703,12.491482,3,,POINT (12.491482 41.894703)
327776487,41.9105537,12.498807,3,,POINT (12.498807 41.9105537)
327777202,41.9108412,12.4989223,3,,POINT (12.4989223 41.9108412)
327782399,41.9096085,12.5009864,3,,POINT (12.5009864 41.9096085)
327792502,41.9093407,12.5016589,4,,POINT (12.5016589 41.9093407)
330362153,41.888221,12.5187596,3,,POINT (12.5187596 41.888221)
330362219,41.8877064,12.5181594,4,,POINT (12.5181594 41.8877064)
330364374,41.8852647,12.5171681,4,,POINT (12.5171681 41.8852647)
330869907,41.9010749,12.4733328,1,,POINT (12.4733328 41.9010749)
346451540,41.8918552,12.5203449,3,motorway_junction,POINT (12.5203449 41.8918552)
356931465,41.8974474,12.4897267,3,,POINT (12.4897267 41.8974474)
356931990,41.8958062,12.4828524,3,,POINT (12.4828524 41.8958062)
356934373,41.8934345,12.4885021,3,,POINT (12.4885021 41.8934345)
356934585,41.8932125,12.4887674,3,,POINT (12.4887674 41.8932125)
356934719,41.8929264,12.4891468,3,,POINT (12.4891468 41.8929264)
356936423,41.8952643,12.4815529,3,,POINT (12.4815529 41.8952643)
356936582,41.8957842,12.482212,3,,POINT (12.482212 41.8957842)
358421550,41.9002964,12.4725407,2,,POINT (12.4725407 41.9002964)
364855506,41.8955641,12.4826387,3,,POINT (12.4826387 41.8955641)
364855510,41.898438,12.4827425,3,,POINT (12.4827425 41.898438)
364855514,41.8989344,12.4830822,3,,POINT (12.4830822 41.8989344)
364857900,41.8961292,12.4820861,4,,POINT (12.4820861 41.8961292)
378119339,41.9109922,12.4725467,3,,POINT (12.4725467 41.9109922)
380422635,41.9168243,12.5077945,3,,POINT (12.5077945 41.9168243)
380422640,41.9174521,12.5067685,3,,POINT (12.5067685 41.9174521)
383407968,41.90539,12.4999646,3,,POINT (12.4999646 41.90539)
383407972,41.9050413,12.5001985,3,,POINT (12.5001985 41.9050413)
383407974,41.9045769,12.4995423,3,,POINT (12.4995423 41.9045769)
383407976,41.9052503,12.5005176,1,,POINT (12.5005176 41.9052503)
385123726,41.8885309,12.4738367,4,,POINT (12.4738367 41.8885309)
385123727,41.8885324,12.4739896,3,,POINT (12.4739896 41.8885324)
385125939,41.8887092,12.4745202,1,,POINT (12.4745202 41.8887092)
385130309,41.8896911,12.475584,1,,POINT (12.475584 41.8896911)
385132421,41.8881386,12.4770278,1,,POINT (12.4770278 41.8881386)
385141111,41.8891795,12.4779988,3,,POINT (12.4779988 41.8891795)
385149638,41.8862377,12.4772643,3,,POINT (12.4772643 41.8862377)
386683333,41.9150708,12.50753,3,,POINT (12.50753 41.9150708)
386686685,41.9158713,12.50679,4,,POINT (12.50679 41.9158713)
386686689,41.9157961,12.5066143,4,,POINT (12.5066143 41.9157961)
395214811,41.9160167,12.507965,4,,POINT (12.507965 41.9160167)
